2, 8.059710, 1.901586
4, 44.378272, 2.685204
8, 180.868296, 3.156321
16, 659.511491, 3.366589
32, 1893.074217, 3.422751
64, 5310.799901, 3.407402
128, 15635.833327, 3.366720
